N_Workers,Staff,Infrastructure,Marketing,Profit 
8070.409077424746,138536.70527020094,223500.78923238834,17107328.165975716,487118674000.02435
15043.26681131884,289119.80363933585,186026.0665943205,33703642.99193162,1890705468430.7834
16604.99200113189,85752.75762127171,216560.05079195913,15168553.700914638,382964735325.14264
14669.892728106988,189664.5149230962,99628.10995440386,14527074.447509158,351258446444.99677
16192.05583652976,339671.3281586612,83471.22761258048,14972686.7281552,373138501683.9373
650.1303129844833,122678.94002170533,363613.15032937116,52952653.72018665,4667083602804.399
10749.404427308857,126528.70470563955,252963.97485579734,32762925.56134437,1786633698061.978
11267.226926845546,328919.0996478746,190989.8335687337,26968665.9612948,1210568014085.449
11684.769655281294,176094.78805127068,287403.448061893,26981945.035853248,1211760391823.8276
17885.16910976804,163500.90126673863,77873.15981762332,8467191.521552794,119330039989.34921
1164.3170448131789,248294.53438040585,217226.3924172237,29502660.478585754,1448747096703.0632
12579.829906049205,322884.3293406845,352303.2548240351,33833757.81833936,1905332192611.0222
861.422718998532,201312.41708669197,341931.7815888574,32210543.871275313,1726896576867.5251
730.1934617996867,202661.17740576662,105147.81063140558,34272307.47072589,1955045347433.9438
5156.625273396942,224853.28529806473,63275.44210671708,43764155.63350039,3187918599399.2744
2993.7410555789816,146622.32981200976,91901.63670947222,55075673.30992749,5048818135229.192
7915.681605596219,279851.9381011383,381838.68175057566,46840197.38823485,3651805082670.2197
6269.0671769323735,165338.18496154383,196323.9349052962,34017368.382494554,1926067864053.5913
9563.60742812997,293367.94520747795,200323.60769306525,6667568.899465581,73995967684.45572
6029.260696821214,203722.41198780134,367806.5108152494,21138637.622443654,743745585103.1074
15459.388917328059,107766.01618692488,297639.25806145556,28401629.85547076,1342631210557.0203
4154.000940828727,256921.46011467004,141706.56617328705,43432341.79445989,3139761244577.612
7454.050083695198,193876.53968994436,54743.069435295256,48320549.21220813,3886277679791.083
19122.896809069753,54496.70576272759,276111.53069053305,9410915.415369991,147412681547.45908
15609.761453802746,100154.61814749846,313401.6461255966,30715924.507550377,1570353322564.0518
12518.758612462734,92969.65696973488,97000.26279730543,55406049.79307004,5109571363727.289
11527.95992674644,102910.54646912595,130964.97028275511,55478530.75420049,5122948605331.521
15922.261652733476,54018.01650998273,319611.8998224064,39526740.78690016,2600471823032.1997
2532.595354167205,61442.698828534405,109933.75478383407,42242693.6183798,2970115293976.1357
17299.92569054687,233971.54186339217,299187.03085758805,11083506.054408316,204468104483.30835
10369.426870898533,172364.68033932842,63486.85465627621,39879078.69742893,2647039057398.9404
78.44472905826062,109791.68480511116,138123.93729290745,18849809.17440749,591403886328.915
3449.681844333144,318324.75384690874,173213.10467878636,51294637.76492627,4379394408827.4214
13900.271831223263,60372.12220616565,50875.26632147594,51986725.825128235,4498368404137.433
8957.994220872297,277011.1824810715,62659.398700545746,7607925.438220047,96339445621.77731
13735.012493974393,132260.95861875455,364901.20272374916,30306828.93627592,1528801909320.4287
14883.477163592512,346361.6622092476,136282.34940873116,59432248.684156895,5879148606141.785
6686.340915188961,84304.40988087877,151720.41070969478,44652382.90439957,3318634229131.126
4707.078646161861,75002.16422173104,365485.25474454154,44389938.46141916,3279738522106.2485
13856.43773695169,107079.26250969841,174290.85944652115,12939375.482939387,278674459488.3655
18497.160844014456,193130.25135797905,252785.8352499211,50706597.212128974,4279559387237.9575
10737.625220704911,271507.68619339087,140654.81499451358,13036587.940457603,282877628508.1235
4281.515220697398,212090.78767102904,365960.7179695683,22890004.002347913,872091599689.052
9088.591728762334,298627.1298785774,264039.80331375974,59060849.90367589,5805899358946.825
9713.971737757982,43443.34440116026,77120.98714423145,31580718.39152506,1660023056584.5767
17065.162047539907,141464.15613928862,149294.06328476657,43476343.46988134,3146126209140.1157
9281.211735072682,322872.3101475617,256266.33197654487,36248491.423743226,2187006464746.7283
19277.106285799397,181005.90121644107,81877.80599970437,54509413.641744256,4945533197551.585
10833.359807287796,156277.78072400397,361377.01976760494,45592743.12158846,3459884392255.0576
16995.634670922303,85665.98035956615,279807.3308444226,48644971.805166915,3938637669295.651
6839.496762864321,272823.1677548599,357567.0295845731,21308607.818396393,755754244350.573
18722.265479232286,286327.0731922502,221617.45042821273,38298413.079850934,2441359455486.525
14196.11876651071,129489.51251707121,115823.42221485541,23068786.36068669,885767410233.0953
11099.028554246284,323284.02352649276,297147.8921060946,43235100.3756554,3111308728223.6826
4301.476992963484,173431.87396727857,118399.90823967278,13630298.631431753,309229724864.9675
14277.476185866088,322640.34850644454,200486.88393053415,23564369.061863948,924234041538.7479
19789.625431262488,245785.68291353044,308673.6312448849,47102533.41932621,3692824566457.2324
5689.959032179417,37802.989086662186,64906.220253197935,40544516.400003634,2736114972097.8433
13575.547308925075,273253.9321070262,382171.2409695049,36870701.54857531,2262731415811.8286
4544.33388022129,284306.69036749995,290650.13234755903,41174296.3862324,2821776017086.56
17034.63890652418,139104.72696653323,207915.69304458352,52096726.52445364,4517425321717.695
16826.27529285812,113854.0216129145,104948.61505663538,26900867.412168577,1204488696892.3496
5478.738396675284,43647.35533805145,237935.26607420374,58057403.58242746,5610290085218.584
1848.9903619118786,348139.5291754251,221483.99705518776,42228711.79108366,2968149871629.6543
4668.988631760592,80435.52355116601,50632.109488533184,37732920.77555028,2369795925107.3843
10872.633243191647,207584.6604936067,126714.27582466224,22842294.35902964,868459751936.8115
6914.077480411431,302246.9573096946,173231.5698751024,46116710.10840849,3539865580966.1494
17299.92885915133,80509.6989418166,235936.3835767762,24406673.68413583,991487884218.5286
15330.658124701109,206543.30433119705,349946.1472727384,34863542.84486126,2023080830967.0422
6433.227067696187,66506.35470945432,347256.8652241628,19434691.37802092,628674236705.9689
13798.452826033936,218955.5125528505,240551.30389784827,33370253.450374767,1853485518815.005
17981.059834642052,299706.24913630966,157021.1654863259,54742062.82852166,4987839094418.55
12854.346303168695,133607.79458585824,48084.80846082497,41088132.3561143,2809977925095.496
6667.681273540947,160121.3254930513,310621.67163706373,59964789.62142499,5984980494623.99
1530.5761275713755,118612.76686578948,183063.03701931576,30400944.702761818,1538311619485.3113
14047.011675911548,297428.0548262109,243458.45232738604,26257673.16732113,1147579450009.844
11626.795538203689,171107.73201530008,209623.56081950653,13708062.7296836,312768341427.5634
3688.80365586589,206531.0387612464,59977.564045531064,26629036.953319754,1180269259979.812
4732.6569698528465,180754.65548118652,99514.60929980568,21961991.228480544,802811634402.4817
3728.788579566102,208711.82853205933,44370.66999790157,56575947.90388879,5327626557116.778
5660.875619041843,233232.75204666454,397478.6557573171,6648575.688807496,73575134857.30682
18123.867223721943,120782.13005573509,349616.93691197725,10221577.240509346,173903020619.63638
7567.348717003801,58418.74913424415,371680.32629285776,35898058.05280026,2144924825086.8933
13171.104427825412,183681.0349660076,90267.17979565673,27002259.056733098,1213585497117.5293
13035.462934964917,284471.7723735893,59146.34261635921,53625280.32555111,4786402969825.913
16013.34516622903,95002.77889134733,344042.3599650715,19922841.42138126,660652269807.9929
15878.695079921052,65793.74568940121,312182.67999925493,52851758.58419573,4649315283073.009
18337.950949960792,250454.53312346962,363550.1790183696,23987557.82043333,957728545439.5875
5017.208479722698,113280.69974436473,99926.87652026575,35848518.86388818,2139008714786.9468
2435.999206967895,188683.20613140272,114526.9653694779,8221820.098311663,112514163384.18936
16334.890135858026,127890.8590591145,44839.446521330116,32620213.069801155,1771102553777.6228
16919.30474973737,247705.68202786666,283532.5247920867,12824739.458868418,273758774169.2569
4051.0816201367684,232429.9991704026,264714.4252219391,44820870.17183927,3343726205191.629
15243.769653458916,80908.66399663132,285569.6340529352,12855441.712470856,275070923703.9845
13108.225314492298,190616.3300166548,97435.43341008543,27519934.60502662,1260564217047.0422
2593.2986491368033,256872.79682087628,129274.53431823669,51179571.16361494,4359768205803.7573
18226.723006582237,243041.66178608342,250495.58712721313,20666051.948511776,710862201408.7578
18762.781969678865,171854.40725477895,171150.24755237048,12807850.52708615,273038036741.10687
15074.784567480781,128084.68529928297,254486.51140259742,56106642.38853993,5239606456426.784
671.7911794899167,316128.8342411682,68415.42990275694,12328050.65942711,252964488181.10397
2458.7188526342534,170144.18077486943,140561.12465345702,32709021.82993988,1780759482723.7505
3298.5389122789306,53468.395523168096,260480.88438139696,8231536.075953156,112780254281.30464
9629.495997054404,99783.872572156,305833.8990216838,13381564.131981961,298046784452.2379
9428.490022051245,218336.6864822448,299039.49134102184,25703088.66186043,1099615651237.8538
3525.222984227171,111781.67105753337,136570.8622093628,13967081.59555782,324699599908.66504
994.6764583580016,180610.58547615662,210907.37441536717,18693485.09036661,581635520381.7421
10190.92188231035,184785.31761544012,286217.16703328746,25563255.762961928,1087683645645.1481
18259.596959449533,227192.77278687543,372765.79415442667,19480452.74954046,631638499921.0242
6149.627696380247,277206.8475814447,50426.964305145215,55686171.037421115,5161367918352.212
1909.5356870733026,160931.78650846725,224014.1051156168,10550192.060988843,185264289191.89868
18067.863923820758,72018.15397133121,293087.86945031106,57404510.129943855,5484816933205.224
19751.647473277088,287078.3332595698,303873.80800226884,13954890.573985029,324133385224.2552
761.7777498674077,84411.71599738863,162717.2926578603,40408172.727476604,2717743961561.865
6152.71415169477,237993.77672274862,130499.20009540411,50051501.325419106,4169695422795.5415
11887.53382323603,193971.46117944396,178580.91490163645,34926067.36960835,2030343563378.6936
12485.839985658547,268346.64443256555,133954.09098589147,25341250.44340332,1068873540677.5356
19029.334672356516,301388.65605481906,45409.48467053533,21989324.919639938,804811301948.4774
1493.911584307153,146246.34204104223,316671.78194876824,58714262.01012397,5737957460739.41
2282.673398142238,282305.3287330979,56721.41607990216,47054477.91657732,3685293104294.8745
19103.919296089967,160275.97019908729,69881.23461634526,51185386.23964885,4360758845303.1255
5774.768084311882,90150.42575281035,163450.4961371416,31815349.63544172,1684781338645.666
6745.967923423679,242336.6098243694,231960.49514456087,50062779.05169456,4171574792592.32
11377.14801256316,250072.1179117506,375159.0602071763,45769684.609026685,3486791630632.584
13905.562194735388,309196.0203485427,205049.8819133805,38354966.63813302,2448574872046.766
12290.391816315854,58575.88371156091,131521.9131770095,33899866.22155503,1912784706115.4324
17537.64026276803,146085.59803494747,166186.3916449169,56575603.04991409,5327561682108.9795
14640.247250093022,94545.32474848875,285201.4228107318,14773182.372176247,363260909369.64966
2965.0690792723576,337338.83755037823,352325.7703987118,7488021.102281096,93327024234.54887
8262.278905672158,265526.1872458985,63309.27432724563,16890655.58868857,474857604434.1194
10084.780432692658,41126.14698123792,46644.22147593787,24387577.054472458,989936706689.7552
3233.313851163692,157031.6232547795,216304.31741604125,29054764.42655688,1405092480235.5583
2152.662343281782,243164.3131729532,339254.46547180484,38784796.1019731,2503762915915.695
5717.879055659572,276611.3426404622,314519.31857169326,41873185.819749594,2918382239150.9346
15088.132996739561,118501.44964988029,49084.9031439097,6082679.760837176,61583060625.381615
7638.923516819548,124037.57971174874,82431.50252983323,14297481.641325438,340243192277.17676
4800.854858766466,152154.53994688057,351713.4165467638,6535230.594216974,71087790492.36253
6094.7972884069995,329254.8832707936,259228.25598676343,13287424.213480253,293868174852.5393
19220.585613827407,74601.13025621444,209176.67618056582,20550325.916950643,702922898359.3997
9943.245098483505,74312.47363749359,103631.71922558142,32129590.761795856,1718226889818.9922
15527.201125844078,283310.86105705745,258592.9622889123,15142823.732809832,381666853374.68085
10778.064895825917,67304.44351625314,390095.0245793427,38851616.55807478,2512397454155.6797
776.2822693558292,192568.57429859677,104206.63838917093,42051209.36388376,2943249646694.6143
6713.129122645649,54958.062403167314,99200.31703663888,6069817.406805949,61322869513.26039
11254.080205750277,209985.9379217709,295200.019529035,52632672.1824921,4610849685996.759
4637.181134346597,251859.25313331245,322978.13033695833,7471257.056119596,92909504239.23979
10871.71092658246,295286.41171479295,105094.29381794951,54412361.54860046,4927938309547.379
8866.532008697788,42431.06838706153,384457.3265600909,19646088.935953964,642425220174.7219
11653.175676980729,258594.62393010742,63004.74268582954,32016076.143093392,1706107409817.712
11931.275238259199,200542.67530611058,183676.00002784206,13049712.592812076,283447464650.2803
1467.9382940696516,322474.8734398024,380065.9068396439,58581205.3789455,5711980770004.38
6374.5801392072535,131392.54635601438,330148.4727946322,56065368.20897965,5231900455279.891
10437.21736725833,278698.8516516008,75443.37099598799,51314852.508428864,4382846716047.163
159.14683325859843,279738.32459158427,207176.10333686665,19394980.76232442,626107808596.4347
15752.362157271364,65474.92553717212,70927.36018806542,20769259.62747216,717979755139.5764
19021.524526838006,141789.40714458184,383681.32703334914,56178448.101886325,5253026561696.545
5728.890657510589,304901.1316240119,399306.7674358378,55098070.7128228,5052925803603.9375
2684.4654974417685,67658.03481536267,248829.48844113972,36856972.55721397,2261046301334.478
92.92144198334687,304204.14346783713,361649.155968291,19358864.185883407,623778333335.5004
6197.7072047418515,36417.12923224624,350406.23890555743,32310830.242339626,1737666423229.6128
12017.169245607583,322900.4681723651,356403.25805244315,25994941.49622305,1124729358751.0872
11230.737259951782,53856.92796126149,313965.0463038667,10181925.074871538,172556301539.8916
13759.396151424706,52610.20016770273,396416.145427901,9300867.5995712,143985379737.72803
3054.680101847954,129486.81325473153,48305.199840502755,50873024.44147775,4307697610645.6167
10380.023441604755,65945.09939731387,296793.8958080783,6301059.1555459825,66084505079.22147
11610.030336956504,71549.12331918879,309232.8698117856,54929612.6225755,5022074864539.503
18310.16521209617,210602.40295118833,385996.0915240377,54079115.97347217,4867761574416.405
12608.88129199479,241796.64072004348,286652.56547920103,10043724.177214935,167903995365.6305
13854.725781700025,204038.87642809172,187010.23253652742,44697361.31003213,3325323487592.8457
3299.0149676676806,321593.5415119841,194310.24492090964,11839574.592781534,233315310377.9646
3678.1489059226865,76152.86152641769,356191.1375684201,27853784.667174976,1291334191490.443
12985.889173116591,210876.91554850707,292546.3359370043,22528948.469807476,844796653485.1069
5166.74339620035,231596.81618608377,379824.9358798613,55506361.81782077,5128090167605.192
13096.256107594016,165465.54643304777,75237.25827324027,59317613.641921386,5856490413872.727
9111.075355825085,199443.50368019976,95714.4048769873,20665924.82650788,710853248568.0433
19815.6017534125,204021.68685929367,157548.83187469217,6333171.7895959485,66759810341.73626
13658.309528898704,154984.4587566971,291504.5615833696,59117213.10564469,5816985955117.717
10775.37075507401,331419.1084188534,345767.6198461461,36368082.713895015,2201461141165.6772
1845.3555863252025,259174.13779190698,121855.93198473215,8785913.26254048,128482859334.95386
3973.1273926104286,207180.18264869048,259259.24283218294,7340962.432009466,89697090632.55011
11696.231894740251,264219.08930451056,144186.5934630417,12322658.704751614,252743292195.44122
19463.981984157028,106430.43428948123,302019.3981425575,50604425.964565516,4262330533112.204
6019.4093043384455,39785.94598491942,229311.38700886,56474886.9653946,5308610224774.027
7933.349100773342,36911.37022824811,134301.83360880532,58686103.5003318,5732454813054.103
15247.952037297853,309837.34250953904,222854.39102244133,33480860.907057643,1865792903262.1567
17780.699797799953,284538.26338745514,205515.85296966272,25326161.668346237,1067601148399.4138
12003.122868773931,337739.8140236853,100219.36760713492,53244120.835768655,4718602985870.983
19164.453490598335,127326.8099876896,123866.98972326204,21784094.397527374,789858407376.2018
14847.357014897063,122123.51447711702,350969.41730717785,53310702.02970312,4730411524724.231
5523.715429690445,292223.0428705141,107830.27585602767,55242836.50193506,5079512697154.1455
7073.407272154651,241551.92190957948,375633.13173310255,37906604.356853716,2391662831094.4155
15175.37890858947,45318.42165543542,96687.17865127276,32236668.33890832,1729698535331.402
17243.23022538863,336008.6114774819,331049.31577488343,10633161.942392241,188189986719.8305
18332.435019320954,126057.72859994814,382958.12349127594,19932587.656722184,661298880698.676
1411.3863434234904,326075.5588200535,324369.34874952753,14239879.735179096,337507600711.76044
6078.842261814529,42695.64406174262,134433.99263227155,44898585.00907458,3355331301412.702
16562.087013183173,309080.18373371434,393633.1804545671,33038551.952167362,1816821483416.6995
17482.70702347749,69226.08839344123,67094.25697458573,38736480.17827445,2497528277308.129
13664.388493930644,203062.25360700962,254331.29214757882,39034196.000767395,2536066478758.2095
523.3580613510759,178212.06560967656,312738.6602558217,40010684.365089625,2664539212117.9375
10339.177398359046,274019.5188258276,280512.60111868905,38625221.1751109,2483202480361.0366
5860.475028253446,142311.16324067386,358669.39692605333,11118376.430527003,205756656060.2403
7568.4334242177865,330524.17824605893,76099.3435384022,7441647.932827514,92174388819.37865
5972.912414316745,208700.1087800756,122940.60952057889,35118201.71864477,2052743499982.8457
18766.17291585552,317180.56606523413,302081.02605119883,41107509.87268366,2812629412882.5996
17854.367930481934,218370.861669534,393106.34964793816,38296473.55924199,2441112292237.2397
4878.744738567042,183488.3029282149,53789.31275207692,44584666.440979816,3308576276865.801
8411.520055279858,321497.6810352046,156669.00295912288,47387717.52906049,3737676539530.9795
880.8009471137027,42893.9114859096,280593.33920207486,24258235.70945357,979464371863.738
10640.763596424615,230246.75171700778,337303.66473481484,35867451.56525486,2141269023240.953
14267.895476320384,235955.1064451475,143311.57819720067,41252128.67970278,2832453989750.8857
4989.565122548286,206749.4530873958,175794.1611437677,15114645.983456092,380247596596.4373
14776.78433731058,308632.63214806875,108533.30387180285,35259330.04146545,2069275323708.6785
2229.2796786903036,140531.09745438295,213360.04649259272,18267764.83287376,555445149710.9352
9661.018637256202,272506.8832558432,186261.1898027569,23589680.655026253,926220563978.5587
7878.847627337959,157613.4394256592,156938.2085148745,43442040.97642736,3141163644996.398
5779.334105715415,97095.71289783614,47106.15422021039,47294007.80037612,3722908228912.6875
9959.754269268602,204470.4636386532,272341.7743858297,10031441.887413336,167493539935.35922
11759.007461773825,209688.02190314292,188234.62796768307,17897877.975311562,533179564174.2386
2607.8018954080026,206900.38333145058,197664.1437424176,29017589.327874064,1401499226082.3667
7638.08924032041,99632.76276898487,42446.48867220282,25198528.576105013,1056867397388.4141
6253.22289850945,131198.78010058455,289442.3633564244,34173089.5314425,1943742184757.1912
7700.850508502575,305575.67407291883,386774.7005664024,56808832.9385082,5371577763691.929
31.874200210412987,112037.73345648116,380015.16466945625,33605361.5261669,1879694771885.6682
11115.057122709182,36175.34194372307,337726.1694062817,38487452.41055788,2465519681046.791
17143.23827999713,302946.42108252266,399588.5657309568,57766216.89177757,5554154870789.89
8547.44357423271,226301.67218649483,114993.91945359211,43610485.16979844,3165570284505.502
18815.53486791153,215850.14393593074,366744.9877755341,53569544.27866188,4776458780877.237
12270.86017292095,172369.50565243646,191364.65437516186,18073197.369662113,543676246781.9203
6697.926212978006,333119.94566349016,215504.58035520685,30604231.327912904,1558953576581.4497
9308.788421485859,115411.77418468404,135875.27402649855,18957765.499485012,598197452229.4323
810.2736910273583,304251.53425404395,275666.90462472395,54249750.0169293,4898528172105.745
1584.9861483278778,176310.46583130257,106266.21192404862,54434705.36204103,4931986216006.234
9168.583020825487,136846.4525653116,107196.93006104794,38292682.48810099,2440628635592.986
5539.115616719065,137127.98565853806,296960.4359591713,36149902.23216214,2175125991216.887
4034.3125285748247,249469.8436636345,165906.20655631198,43247558.82473842,3113101857990.9385
3254.6890873608177,183433.6910752783,82554.44095229424,6181809.487949398,63606741521.95095
17095.158638279463,65001.140859396175,75338.43511742962,35969324.59571624,2153449411549.2444
14353.087018352671,254350.12277292792,284633.19833654206,21844803.201204814,794267242583.0262
6626.609117080093,161610.2270939749,237292.92087789424,8574949.263669789,122386815107.83807
18380.54346252398,348784.1268870675,88196.99103755102,11744170.490013938,229570263115.5133
15933.665291767822,44549.463847814215,231369.58453026784,16559991.700270167,456447237779.8389
13737.067999885257,97548.31348512004,365599.30263515847,6429717.280445174,68810836915.40196
14450.165140162104,289660.8262084742,178647.03462776955,20338007.084350616,688473405799.131
3210.202615336429,182789.0785982683,253400.9885666285,11612614.600973869,224455861954.7829
11276.863560700298,154723.82357018453,153933.28467444069,27482122.05080784,1257102570958.437
19136.759590034962,255443.3795697377,323160.61344011326,13083450.022077898,284915152468.13306
11562.68933440045,132241.8374120281,97322.39297935,49308316.26560747,4046787945769.3467
17270.88973944679,306564.7115993516,363870.58320369007,26388965.01047686,1159084366674.5137
9187.764702966513,82890.1346415107,290483.34788116126,28932524.96314742,1393294325209.6306
18394.514714044893,342812.59680389176,376677.28286472504,17377803.47622092,502643969672.27057
5289.374341377259,119078.51425118907,75627.94425718399,19722410.0905814,647426065144.0802
2742.643174555835,162447.34643027684,184693.74261795604,58652364.33570517,5725865599830.97
16127.583701958276,277712.93916065875,133937.39445391207,25676095.511683293,1097307153352.29
70.34811301249462,173157.6288450157,149523.08520299732,51569770.73301845,4426500411725.907
12468.990607937723,91043.94098945006,48574.017418512485,12875256.787423689,275919322097.10187
1155.8942362687637,62821.71514931361,282934.42528526485,22668917.03885182,855326245238.1772
9216.893879087414,274423.5703447118,62568.02715010645,35105906.693026386,2051306412685.6467
4817.157953859067,217362.403453658,316205.1836898307,43953701.6786705,3215592900664.31
14796.910325347853,53712.35005088061,242163.98106388908,43046774.763571665,3084262656787.8726
17492.613037746265,281591.07109466003,382776.6375988889,59575923.41898255,5907608290423.028
6013.980097314726,166488.82028254203,395156.193371508,10658756.308140969,189096915921.86807
7327.944693481533,97836.13426281519,119115.71661204183,20025970.143708184,667509345778.9492
7110.249640957876,237758.06565391232,88211.37761272806,18892010.106722444,594055003306.895
13764.275429909228,45119.533352903985,257327.20519136524,31974769.504167147,1701707847576.8884
17085.916910794553,320061.0250164341,47885.324528460565,36559077.81312801,2224644477153.3535
17822.533990376563,39475.566312573246,398533.5756204492,29149926.195926927,1414311702882.2534
6261.09782732008,246031.105286929,381799.7825345533,22276567.918197002,825975131785.1346
9987.631006182228,293124.6797792027,353628.91212818597,46611627.59776669,3616252033760.0073
11013.924929010785,178468.79827681606,113432.46157766067,26217957.536277454,1144110318517.7942
10638.063938572292,335654.4628011356,192632.22207611662,39779643.38906437,2633855445983.8916
9310.021829452498,258180.36759645317,139286.94925857685,10087740.191310843,169378739279.64917
1975.5955792377556,74031.50522446872,299997.1821476889,19890315.615744144,658496806253.8092
10075.137826236965,314647.8054972274,343735.52597722114,19818132.17879287,653726306035.2096
11487.149472456156,316265.1098277849,167874.35583332632,44061546.46057177,3231391768091.8696
19500.848384143846,349758.1327290507,172083.355172895,19385990.259945564,625527535947.3701
11027.321175911598,254102.74476777963,380126.9876713108,12363895.826726418,254437928902.43137
17556.880481151107,61548.87066152554,267089.53058962827,11224916.918399747,209718654825.40308
15235.079320892835,333891.2500084604,234674.0147618491,20720663.4406515,714624241291.6084
6026.689795979034,245859.7129816478,271124.3171856265,53661281.50823996,4792831969592.904
1627.1748134787101,134132.0055511559,49753.840285368395,55598845.336823314,5145192600273.34
1540.6786061942382,153520.5881408218,66837.56034361722,47199063.75676321,3707975620558.9453
9186.273614535921,323377.3293483734,388218.58616171853,59044473.51481867,5802680235832.328
556.3896292302102,210597.5177824901,251745.39678132834,39864677.57431336,2645127823258.762
2628.7893116805703,183357.49162716125,385999.4605481142,15300278.121157741,389645230082.90906
17562.264498752374,325253.52432170114,71263.1893984654,35980408.6811379,2154777059987.2727
12119.158839107928,344055.4226406956,390176.92768560594,56883042.0245083,5385620703012.59
6527.565576674299,137411.73763416804,389979.1651517167,49216155.55650183,4031674914347.539
15320.448195041148,314455.65356614447,123476.48413202046,10136514.39999407,171020633314.64838
14789.840244574283,268588.27634877875,287019.6816900581,22298930.44499328,827634223844.2834
11721.98844335556,122501.1825467044,53820.51629109069,38282915.29412812,2439383682413.5093
9732.045217656709,110231.65850428407,399723.01732742804,41097592.551547356,2811272346472.675
17807.931319575262,311329.2313939194,177174.63584187353,48010747.4193494,3836604813509.8096
13830.863655226638,162295.20838874925,367061.38127936434,22628246.375915498,852260087210.6439
3968.5883202885307,181018.57874406694,50025.95759150586,53698186.236745775,4799426342064.113
2877.2732517809104,132087.34930164157,202737.79219888448,39946417.64860065,2655986161531.3657
18300.314515344107,77722.93447491594,48148.24414569928,58690316.45318087,5733277849521.883
17987.53365428597,72707.31665502996,83244.28369129339,36533481.66635498,2221530271585.4307
14771.837651587297,184398.23107545538,343288.32885641634,42458153.19152269,3000491175672.1265
13364.114875474523,99381.94642601618,166399.37006930343,32930103.874231372,1804913297067.6484
16239.4837309708,63934.07343721033,195917.9744594558,15704205.718669279,410489752213.8434
11426.225749076075,153454.07542621298,59033.99732113555,46432209.12387627,3588465676849.3506
3967.0190880893438,141423.29135119804,243898.88526153628,40226296.04593374,2693334100299.689
14163.028519459574,201707.87479737005,355268.03962252155,17921995.577692658,534617624212.9031
2769.8586742382945,113182.20276275494,393788.982443977,17878537.95078039,532028005176.2882
12206.07669503378,134039.0835593494,301684.8327299895,55788184.55484282,5180295947139.72
16864.615660662115,286434.19889410085,358032.2042749052,12098110.816934213,243616316022.79745
6425.890325131157,170061.44342851255,303815.67977098323,51086866.529345945,4343988382745.1025
19296.33950452649,292345.3191850779,235734.44431418533,47323074.04428681,3727486128269.9985
7969.1996801102705,258434.93589171904,219351.87216995703,17702631.489701383,521610275470.0007
11701.892928977448,37838.5863738656,80195.47589567081,42801197.93928987,3049172142116.5664
14695.134202192918,232199.0789786338,102380.98113799101,11232765.835180396,210012047524.18893
10696.897933024757,99521.22117364849,98788.41390863372,48847353.19337096,3971478095154.8823
5146.104147656397,253334.22912092897,267739.3803593026,38591339.61885811,2478847885703.814
11036.909193844973,232637.18573305133,77561.70000624488,39784126.30421567,2634448899447.821
15523.683345607704,251563.6167485476,50990.64772637148,7379391.807882838,90638506250.79793
15220.922822673243,192138.1392225735,283919.26933398494,9563108.768248051,152219281746.61163
1308.4216944355196,244158.7215588059,375563.3323687096,19628889.626641497,641301067060.5591
14548.681453375775,208759.70606546305,86585.46345317256,44832610.39232915,3345477930716.7207
16434.206864062788,230827.5726894546,84011.11788952866,21232604.275410328,750372309162.666
5752.774051908992,150103.68659436546,264943.236102524,23357376.094166208,908068027331.5328
14882.903446375292,50645.282338318444,163686.35649855982,38204354.78898092,2429382261242.3887
14135.76993859208,314658.44210361084,289011.7414826929,53143144.64197885,4700722692436.922
12325.60683957163,77727.8391556445,185095.09049410323,11909592.620685266,236082825732.22653
16336.89850299696,129173.88234711398,163855.33697865583,14003604.20498435,326399994335.9171
11658.2732670996,48459.465982273556,318035.6486758727,41147859.34541486,2818153388656.1265
15934.811082199025,129987.83527609624,319900.16181653755,41395862.19220958,2852226508826.1484
9564.36948997132,296521.9724093792,371907.14614393434,11341238.901230618,214088061173.892
11101.844407496865,180874.05776172638,272221.8123946616,33661535.8574035,1885984146420.1882
11716.890817939224,67776.05845274296,238801.79115941285,9388863.866269488,146722629711.7525
16313.116882900815,309990.78901312227,60542.64943930718,11399517.342826787,216293655237.7149
7940.612597939675,69972.29302023503,337838.73481196817,22649117.514607813,853832846161.9508
9074.628149005846,307970.25171076483,204481.8281561174,51929742.13471449,4488512702248.981
16971.71369817622,51033.63172397274,57014.24244024423,35163169.464929655,2058003598420.6553
17501.635511746448,217021.56261733192,167421.42070245557,17456274.036964033,507193316814.1005
1141.1771141485738,263602.66535558266,42989.88144852049,10154169.785519771,171616759187.05716
11049.413950357457,240446.53396916823,233608.74993116522,45879324.10303001,3503516430761.9395
14901.114550487762,43094.78311530869,115036.39141104519,53979542.88925572,4849852121322.897
17907.953746787254,195963.18646347412,289170.3383722153,38293269.32228047,2440703691105.2373
17057.13911007857,247420.96928533033,184947.86860235027,51687435.77981411,4446723181603.753
6932.779934324827,178330.95137572795,92287.8890582006,54529851.55207387,4949242471778.007
6161.459356036131,218424.39600358572,367049.64410500793,42520359.08594983,3009289767398.0107
14094.415992344746,239936.04246657382,320338.2980076982,24625144.982266285,1009317760450.0387
14434.26099658571,56889.31537945129,50304.58859278603,53925901.92002514,4840217994278.251
14933.965490022385,92494.09016958153,174044.76741121363,45430005.53500356,3435228981390.356
262.84218442402386,58615.41459344089,261311.21537768724,39679090.17065561,2620556573137.2393
